Category,Advertiser Currency,Impressions,Clicks,Total Conversions,Post-Click Conversions,Post-View Conversions,Revenue (Adv Currency)
/Business & Industrial,GBP,80781,77,52.00,0.00,52.00,636.242682
/Health/Health Conditions/Heart & Hypertension/Cholesterol Issues,GBP,371,0,0.00,0.00,0.00,2.352001
/World Localities/Asia/East Asia/China/North Central China/Beijing,GBP,44,0,0.00,0.00,0.00,0.413625
/World Localities/North America/USA/Mid-Atlantic (USA)/New York State/Buffalo-Niagara Falls,GBP,5,0,0.00,0.00,0.00,0.025326
/Autos & Vehicles/Vehicle Brands/Mini,GBP,65,0,0.00,0.00,0.00,0.397844
/Finance/Banking/Savings Accounts,GBP,3670,1,0.00,0.00,0.00,23.401444
/Travel/Car Rental & Taxi Services,GBP,2371,1,1.00,0.00,1.00,20.017205
/World Localities/North America/USA/Midwest (USA)/Missouri/Kansas City,GBP,2,0,0.00,0.00,0.00,0.017372
/Arts & Entertainment/Music & Audio/Rock Music/Indie & Alternative Music,GBP,1045,2,3.00,0.00,3.00,9.764806
/Business & Industrial/Chemicals Industry,GBP,693,0,1.00,0.00,1.00,6.683872
/Computers & Electronics/Computer Hardware/Computer Components/Chips & Processors,GBP,103,1,0.00,0.00,0.00,0.654683
/Computers & Electronics/Networking/Networking Equipment,GBP,200,0,0.00,0.00,0.00,1.345945
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Valentine's Day,GBP,5005,3,3.00,0.00,3.00,43.453339
/Arts & Entertainment/Music & Audio/World Music/South Asian Music,GBP,55,0,0.00,0.00,0.00,0.491532
/Internet & Telecom/Service Providers/Cable & Satellite Providers,GBP,1275,1,0.00,0.00,0.00,9.147686
/World Localities/Asia/West Asia/Israel/Tel Aviv,GBP,13,0,0.00,0.00,0.00,0.116290
/Computers & Electronics/Software/Operating Systems/Mobile OS,GBP,3167,2,2.00,0.00,2.00,23.073437
/Real Estate/Real Estate Listings,GBP,6591,5,9.00,0.00,9.00,50.814386
/Finance/Accounting & Auditing,GBP,13597,8,11.00,0.00,11.00,91.264843
/Travel/Tourist Destinations/Theme Parks,GBP,543,1,0.00,0.00,0.00,4.478545
/Autos & Vehicles/Microcars & City Cars,GBP,94,0,0.00,0.00,0.00,0.567634
/Autos & Vehicles/Vehicle Brands/Fiat/Alfa Romeo,GBP,16,0,0.00,0.00,0.00,0.119574
/Reference/Libraries & Museums/Museums,GBP,962,2,1.00,0.00,1.00,7.923137
/Shopping/Consumer Resources/Customer Services/Loyalty Cards & Programs,GBP,282,0,0.00,0.00,0.00,2.070195
/Internet & Telecom/Email & Messaging/Text & Instant Messaging,GBP,1310,1,0.00,0.00,0.00,9.839743
/Law & Government/Government/Public Finance,GBP,1651,1,3.00,0.00,3.00,10.758711
/Law & Government/Legal/Criminal Law,GBP,232,0,0.00,0.00,0.00,1.789641
/World Localities/Asia/East Asia/China/North Central China,GBP,58,0,0.00,0.00,0.00,0.526396
/World Localities/Latin America/South America/Brazil/Southeast Brazil/S��o Paulo,GBP,6,0,0.00,0.00,0.00,0.044233
/Arts & Entertainment/Music & Audio/World Music/Arab & Middle Eastern Music,GBP,10,0,0.00,0.00,0.00,0.084610
/Business & Industrial/Advertising & Marketing/Telemarketing,GBP,281,0,0.00,0.00,0.00,1.859174
/Finance/Financial Planning & Management/Retirement & Pension,GBP,7876,5,4.00,0.00,4.00,54.481071
/Arts & Entertainment/Movies/Comedy Films,GBP,2893,1,2.00,0.00,2.00,28.853078
/Games/Party Games,GBP,36,0,0.00,0.00,0.00,0.274568
/World Localities/Asia/East Asia/South Korea/South Chungcheong,GBP,1,0,0.00,0.00,0.00,0.001577
/World Localities/Europe/Mediterranean Europe/Italy/Campania,GBP,334,2,1.00,0.00,1.00,3.491826
/Computers & Electronics/Software/Multimedia Software/Desktop Publishing/Fonts,GBP,74,0,0.00,0.00,0.00,0.680542
/Internet & Telecom/Service Providers/Internet Cafes,GBP,2,0,0.00,0.00,0.00,0.023845
/Shopping/Apparel/Clothing Accessories/Watches,GBP,1219,2,3.00,0.00,3.00,10.654957
/World Localities/North America/Canada/Canadian Prairies/Alberta,GBP,18,0,0.00,0.00,0.00,0.185138
/World Localities/Oceania/Australia/South Australia,GBP,1,0,0.00,0.00,0.00,0.005223
/Arts & Entertainment/Events & Listings/Movie Listings & Theater Showtimes,GBP,728,1,0.00,0.00,0.00,6.594024
/Business & Industrial/Construction & Maintenance/Building Materials & Supplies/Nails Screws & Fasteners,GBP,29,0,0.00,0.00,0.00,0.285724
/Business & Industrial/Transportation & Logistics/Parking,GBP,473,0,0.00,0.00,0.00,3.224100
/Computers & Electronics/Computer Hardware/Computer Drives & Storage/Flash Drives & Memory Cards,GBP,30,0,0.00,0.00,0.00,0.204650
/Home & Garden/Home Improvement/House Painting & Finishing,GBP,5365,4,0.00,0.00,0.00,51.431014
/World Localities/Europe/Central & Eastern Europe/Germany/North Rhine-Westphalia/Essen (Ruhr Area),GBP,1,0,0.00,0.00,0.00,0.010006
/Law & Government/Government/Legislative Branch,GBP,574,1,0.00,0.00,0.00,4.648366
/World Localities/Europe/Mediterranean Europe/Italy/Liguria/Genoa,GBP,7,0,0.00,0.00,0.00,0.090036
/Arts & Entertainment/Visual Art & Design/Arts Education,GBP,243,0,0.00,0.00,0.00,1.901810
/Computers & Electronics/Software/Multimedia Software/Photo & Video Software,GBP,1,0,0.00,0.00,0.00,0.006784
/People & Society/Religion & Belief/Skeptics & Non-Believers,GBP,130,0,0.00,0.00,0.00,0.983674
/Science/Earth Sciences,GBP,1961,4,2.00,0.00,2.00,15.877381
/World Localities/Africa/Middle Africa,GBP,207,0,0.00,0.00,0.00,1.323726
/World Localities/Europe/Mediterranean Europe/San Marino,GBP,6,0,0.00,0.00,0.00,0.026266
/World Localities/Europe/Southeastern Europe/Greece/Athens,GBP,71,0,0.00,0.00,0.00,0.685102
/Arts & Entertainment/Music & Audio/Rock Music/Punk (Music),GBP,172,0,2.00,0.00,2.00,1.478151
/Arts & Entertainment/Performing Arts/Broadway & Musical Theater,GBP,1899,2,2.00,0.00,2.00,15.056668
/World Localities/Asia/Russia & CIS/Russian Federation/Russian Central District/Moscow,GBP,36,0,0.00,0.00,0.00,0.315627
/World Localities/Europe/Mediterranean Europe/Italy/Sicily/Palermo,GBP,5,0,0.00,0.00,0.00,0.074461
/World Localities/Europe/Western Europe/France/South East France/Corsica,GBP,3,0,0.00,0.00,0.00,0.020761
/Beauty & Fitness/Spas & Beauty Services,GBP,2922,2,25.00,0.00,25.00,26.068158
/Business & Industrial/Advertising & Marketing/Promotional Items & Corporate Gifts,GBP,21,0,0.00,0.00,0.00,0.173740
/Computers & Electronics/Computer Hardware/Computer Peripherals/Computer Monitors & Displays,GBP,60,0,0.00,0.00,0.00,0.457228
/World Localities/Europe/Mediterranean Europe/Spain,GBP,1283,1,4.00,0.00,4.00,11.965974
/World Localities/Europe/Western Europe/United Kingdom/Scotland/Edinburgh,GBP,85,0,1.00,0.00,1.00,0.677623
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events,GBP,11583,12,6.00,0.00,6.00,98.895395
/World Localities/Europe/Mediterranean Europe/Spain/Madrid,GBP,60,0,0.00,0.00,0.00,0.489843
/World Localities/Latin America/Central America/Mexico/Yucat��n Peninsula/Yucat��n/M��rida,GBP,3,0,0.00,0.00,0.00,0.041162
/Autos & Vehicles/Trucks & SUVs,GBP,672,0,1.00,0.00,1.00,4.928833
/Computers & Electronics/Enterprise Technology/Enterprise Resource Planning (ERP),GBP,33,0,0.00,0.00,0.00,0.245082
/Food & Drink/Food & Grocery Retailers/Butchers,GBP,7,0,0.00,0.00,0.00,0.053097
/Health/Health Education & Medical Training,GBP,246,0,0.00,0.00,0.00,1.942524
/Law & Government/Social Services,GBP,1379,1,1.00,0.00,1.00,11.257451
/Science/Biological Sciences/Flora & Fauna/Insects & Entomology,GBP,559,0,0.00,0.00,0.00,4.427748
/Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Nintendo,GBP,990,2,0.00,0.00,0.00,6.552244
/Home & Garden/Kitchen & Dining,GBP,10015,8,4.00,0.00,4.00,87.518241
/World Localities/Africa/Western Africa/Nigeria,GBP,44,0,0.00,0.00,0.00,0.386587
/World Localities/Asia/East Asia/Japan/Kanto,GBP,184,0,0.00,0.00,0.00,1.755329
/World Localities/North America/USA/South (USA)/Louisiana/New Orleans,GBP,19,1,0.00,0.00,0.00,0.172565
/Arts & Entertainment/Music & Audio/World Music/Reggae & Caribbean Music,GBP,79,0,0.00,0.00,0.00,0.644529
/Arts & Entertainment/TV & Video,GBP,165760,164,112.00,0.00,112.00,1267.132585
/Business & Industrial/Agriculture & Forestry/Horticulture,GBP,101,0,0.00,0.00,0.00,0.736186
/Computers & Electronics/Consumer Electronics/Audio Equipment,GBP,757,1,0.00,0.00,0.00,6.046661
/Computers & Electronics/Software/Business & Productivity Software/Project Management Software,GBP,36,0,0.00,0.00,0.00,0.278860
/Home & Garden/Home Improvement/Locks & Locksmiths,GBP,83,1,0.00,0.00,0.00,0.646370
"/Home & Garden/Kitchen & Dining/Major Kitchen Appliances/Ranges, Cooktops & Ovens",GBP,515,1,0.00,0.00,0.00,3.562619
/Reference/Language Resources,GBP,3793,4,4.00,0.00,4.00,32.839955
/Reference/Language Resources/Foreign Language Resources/Translation Tools & Resources,GBP,146,0,1.00,0.00,1.00,1.463899
/World Localities/Asia/South Asia/India/South India,GBP,25,0,0.00,0.00,0.00,0.239239
/Food & Drink/Cooking & Recipes/Soups & Stews,GBP,7125,4,3.00,0.00,3.00,52.941010
/Travel/Tourist Destinations/Mountain & Ski Resorts,GBP,786,0,1.00,0.00,1.00,5.967908
/Real Estate/Property Development,GBP,225,1,0.00,0.00,0.00,1.725662
/World Localities/Africa/Middle Africa/Angola,GBP,6,0,0.00,0.00,0.00,0.027043
/World Localities/Africa/Western Africa/C��te d'Ivoire,GBP,1,0,0.00,0.00,0.00,0.010008
/World Localities/Latin America/South America/Ecuador/Galapagos Islands,GBP,5,0,0.00,0.00,0.00,0.044026
/Arts & Entertainment/Performing Arts/Opera,GBP,346,0,0.00,0.00,0.00,2.701322
/Home & Garden/Home Furnishings,GBP,15217,13,13.00,0.00,13.00,141.560722
/Law & Government/Military/Navy,GBP,290,0,1.00,0.00,1.00,2.143344
/Travel/Air Travel/Airport Parking & Transportation,GBP,148,0,0.00,0.00,0.00,1.105561
/World Localities/Asia/East Asia/China/Northeast China,GBP,1,0,0.00,0.00,0.00,0.010013
/World Localities/Europe/Central & Eastern Europe/Eastern Europe/Moldova,GBP,5,0,0.00,0.00,0.00,0.036307
/World Localities/Europe/Southeastern Europe/Romania/Bucharest,GBP,2,0,0.00,0.00,0.00,0.022227
/World Localities/Latin America/Central America/Nicaragua,GBP,11,0,0.00,0.00,0.00,0.092110
/Business & Industrial/Business Services/Physical Asset Management,GBP,9,0,0.00,0.00,0.00,0.072210
/World Localities/Asia/South Asia/India/North India/Delhi,GBP,21,0,0.00,0.00,0.00,0.153762
/World Localities/North America/Canada/Ontario,GBP,48,0,0.00,0.00,0.00,0.359574
/World Localities/North America/USA/Midwest (USA)/Minnesota/Minneapolis-Saint Paul,GBP,2,0,0.00,0.00,0.00,0.012460
/Games/Online Games,GBP,6267,7,1.00,0.00,1.00,41.628591
/Home & Garden/Home Furnishings/Sofas & Chairs,GBP,923,1,1.00,0.00,1.00,8.599421
/Law & Government/Government/Embassies & Consulates,GBP,285,0,0.00,0.00,0.00,2.430335
/Reference/General Reference/Forms Guides & Templates/Legal Forms,GBP,344,1,0.00,0.00,0.00,2.551582
/World Localities/Europe/Mediterranean Europe/Italy/Aosta Valley,GBP,9,0,0.00,0.00,0.00,0.081829
/World Localities/Europe/Western Europe/France/North France,GBP,127,1,0.00,0.00,0.00,0.770229
/Games/Computer & Video Games/Simulation Games,GBP,121,0,0.00,0.00,0.00,1.016395
/World Localities/Asia/West Asia/Turkey/Aegean Turkey/Mu��la,GBP,1,0,0.00,0.00,0.00,0.004424
/Business & Industrial/Transportation & Logistics/Moving & Relocation,GBP,2556,6,1.00,0.00,1.00,23.490073
/Sports/Sporting Goods/Winter Sports Equipment,GBP,538,1,11.00,0.00,11.00,6.055942
/World Localities/Europe/Western Europe/United Kingdom/England/North East England,GBP,347,0,0.00,0.00,0.00,2.169097
/World Localities/North America/USA/Rocky Mountains/Montana,GBP,5,0,0.00,0.00,0.00,0.033712
/World Localities/Latin America/South America/Bolivia,GBP,5,0,0.00,0.00,0.00,0.042922
/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Video Players & Recorders/DVD Players & Recorders,GBP,40,0,0.00,0.00,0.00,0.236442
/Internet & Telecom/Service Providers,GBP,3538,3,0.00,0.00,0.00,25.025752
/World Localities/Europe/Western Europe/United Kingdom,GBP,82323,67,93.00,0.00,93.00,628.631577
/Food & Drink/Beverages,GBP,6630,7,8.00,0.00,8.00,57.857473
/Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine,GBP,1049,0,3.00,0.00,3.00,8.341703
"/Food & Drink/Food/Jams, Jellies & Preserves",GBP,1004,0,0.00,0.00,0.00,6.880309
/Hobbies & Leisure/Clubs & Organizations/Youth Organizations & Resources,GBP,60,1,0.00,0.00,0.00,0.478424
/World Localities/Asia/East Asia/China/Eastern China/Shanghai,GBP,35,0,0.00,0.00,0.00,0.316325
/World Localities/Asia/West Asia/Turkey/Aegean Turkey/Izmir,GBP,1,0,0.00,0.00,0.00,0.002704
/World Localities/Europe/Central & Eastern Europe/Liechtenstein,GBP,9,0,0.00,0.00,0.00,0.059635
/World Localities/Europe/Western Europe/United Kingdom/England/London (UK),GBP,67140,54,68.00,0.00,68.00,516.490197
/Business & Industrial/Agriculture & Forestry,GBP,1661,4,4.00,0.00,4.00,13.646113
/Health/Nursing,GBP,847,0,0.00,0.00,0.00,5.894211
/Online Communities/Online Goodies/Clip Art & Animated GIFs,GBP,353,0,0.00,0.00,0.00,3.220444
/Sports/Individual Sports/Golf,GBP,1277,2,8.00,0.00,8.00,10.857622
/Computers & Electronics/Consumer Electronics/TV & Video Equipment/Televisions/Projection TVs,GBP,1,0,0.00,0.00,0.00,0.006613
/Finance/Credit & Lending,GBP,13487,6,0.00,0.00,0.00,91.150370
/Health/Health Foundations & Medical Research,GBP,247,0,0.00,0.00,0.00,2.082165
/World Localities/Asia/East Asia/Japan,GBP,333,1,0.00,0.00,0.00,3.021391
/World Localities/Europe/Mediterranean Europe/Spain/Balearic Islands,GBP,346,0,3.00,0.00,3.00,3.498173
/World Localities/Europe/Western Europe/France/West France/Poitou-Charentes,GBP,22,0,0.00,0.00,0.00,0.289820
/World Localities/Latin America,GBP,1885,2,4.00,0.00,4.00,17.285507
/World Localities/Latin America/Central America/Mexico/Pacific Coast (Mexico)/Jalisco/Puerto Vallarta,GBP,2,0,0.00,0.00,0.00,0.009525
/Reference/General Reference/Biographies & Quotations,GBP,3533,1,1.00,0.00,1.00,30.779319
/World Localities/Europe/Southeastern Europe/Albania,GBP,1,0,0.00,0.00,0.00,0.004641
/World Localities/Latin America/South America/Brazil/Southeast Brazil,GBP,67,0,0.00,0.00,0.00,0.600279
/Home & Garden/Pest Control,GBP,925,0,0.00,0.00,0.00,8.114599
/News/Politics/Media Critics & Watchdogs,GBP,46,0,0.00,0.00,0.00,0.416442
/Sports/Winter Sports,GBP,1209,0,2.00,0.00,2.00,9.728971
/World Localities/Asia/South Asia/India/South India/Andhra Pradesh/Hyderabad,GBP,1,0,0.00,0.00,0.00,0.009601
/World Localities/North America/USA/Southwest (USA),GBP,287,1,0.00,0.00,0.00,2.229376
/World Localities/North America/USA/Southwest (USA)/Arizona/Phoenix,GBP,7,0,0.00,0.00,0.00,0.065973
/Computers & Electronics/Software/Device Drivers,GBP,100,0,0.00,0.00,0.00,0.623344
/Autos & Vehicles/Vehicle Brands/Fiat,GBP,151,0,2.00,0.00,2.00,1.001451
/Autos & Vehicles/Vehicle Parts & Accessories/Vehicle Fuels & Lubricants,GBP,99,1,0.00,0.00,0.00,0.653812
/Business & Industrial/Transportation & Logistics/Public Storage,GBP,70,0,0.00,0.00,0.00,0.517776
/Computers & Electronics/Networking,GBP,300,0,0.00,0.00,0.00,2.058741
/Computers & Electronics/Programming/C & C++,GBP,4,0,0.00,0.00,0.00,0.027916
/People & Society/Men's Interests/Men's Interests (Mature),GBP,59,0,0.00,0.00,0.00,0.467246
/World Localities/Africa/Eastern Africa/Zimbabwe,GBP,10,0,0.00,0.00,0.00,0.058783
/World Localities/Europe/Mediterranean Europe/Cyprus,GBP,43,0,1.00,0.00,1.00,0.383403
/World Localities/North America/USA/California/Silicon Valley,GBP,9,0,0.00,0.00,0.00,0.083850
/Business & Industrial/Business Operations/Human Resources/Payroll Services,GBP,35,0,0.00,0.00,0.00,0.292380
/Sports/Sporting Goods/Golf Equipment,GBP,141,0,0.00,0.00,0.00,1.340173
/World Localities/Europe/Western Europe/France/South East France/Rh��ne-Alpes,GBP,157,0,0.00,0.00,0.00,1.312391
/World Localities/Africa/Eastern Africa/Somalia,GBP,17,0,0.00,0.00,0.00,0.145765
/World Localities/Africa/Northern Africa/Morocco,GBP,354,1,3.00,0.00,3.00,3.497164
/World Localities/Asia/South Asia/India/West India,GBP,159,0,0.00,0.00,0.00,1.545349
/Health/Nutrition/Special & Restricted Diets/Low Carbohydrate Diets,GBP,298,1,1.00,0.00,1.00,2.225884
/People & Society/Religion & Belief/Astrology & Divination,GBP,60797,65,22.00,0.00,22.00,622.348045
/Sports/Winter Sports/Ice Skating,GBP,604,0,0.00,0.00,0.00,5.226406
/World Localities/North America/Canada/Northern Territories,GBP,5,0,0.00,0.00,0.00,0.027486
/Business & Industrial/Construction & Maintenance/Construction Consulting & Contracting,GBP,241,0,0.00,0.00,0.00,1.692559
/Reference/Libraries & Museums,GBP,1140,2,1.00,0.00,1.00,9.353067
/Science/Astronomy,GBP,6068,4,4.00,0.00,4.00,46.867592
/World Localities/Africa/Eastern Africa/Ethiopia,GBP,13,0,0.00,0.00,0.00,0.107744
/World Localities/Latin America/Central America/Mexico/Baja California,GBP,19,0,0.00,0.00,0.00,0.185292
"/Arts & Entertainment/Events & Listings/Bars, Clubs & Nightlife",GBP,2883,6,4.00,0.00,4.00,21.155245
/World Localities/Asia/South Asia/India/South India/Karnataka,GBP,1,0,0.00,0.00,0.00,0.008920
/Food & Drink/Cooking & Recipes/Cuisines/Latin American Cuisine/Caribbean Cuisine,GBP,20,0,0.00,0.00,0.00,0.195913
/Arts & Entertainment/Music & Audio/Jazz & Blues/Blues,GBP,211,0,0.00,0.00,0.00,1.701314
/Computers & Electronics/Consumer Electronics/Game Systems & Consoles/Xbox,GBP,209,0,0.00,0.00,0.00,1.256632
/Hobbies & Leisure/Clubs & Organizations,GBP,102,1,0.00,0.00,0.00,0.888951
/World Localities/Asia/South Asia/India/West India/Maharashtra,GBP,106,0,0.00,0.00,0.00,1.065521
/Arts & Entertainment/Music & Audio/World Music/Latin American Music/Salsa & Tropical Music,GBP,9,0,0.00,0.00,0.00,0.068477
/Food & Drink/Food & Grocery Retailers/Convenience Stores,GBP,9,0,0.00,0.00,0.00,0.056703
/Health/Nutrition/Special & Restricted Diets,GBP,17300,19,7.00,0.00,7.00,132.676418
/World Localities/Asia/South Asia/India/West India/Maharashtra/Mumbai,GBP,40,0,0.00,0.00,0.00,0.429016
/Business & Industrial/Printing & Publishing,GBP,782,1,0.00,0.00,0.00,6.538189
/Hobbies & Leisure/Special Occasions/Holidays & Seasonal Events/Christian Holidays/Christmas,GBP,1691,3,1.00,0.00,1.00,14.230533
/People & Society/Ethnic & Identity Groups/Africans & Diaspora/African-Americans,GBP,1503,2,2.00,0.00,2.00,12.818260
/World Localities/North America/USA/Florida/Central Florida/Greater Orlando,GBP,66,0,0.00,0.00,0.00,0.490028
/World Localities/North America/USA/South (USA)/Arkansas,GBP,13,0,0.00,0.00,0.00,0.136144
/Beauty & Fitness/Fitness/Fitness Instruction & Personal Training,GBP,15176,5,21.00,0.00,21.00,103.655127
/World Localities/Europe/Central & Eastern Europe/Germany/Baden-Wuerttemberg,GBP,4,0,0.00,0.00,0.00,0.035397
/World Localities/North America/USA/Southwest (USA)/Arizona/Tucson,GBP,3,0,0.00,0.00,0.00,0.029371
/Arts & Entertainment/Movies/Science Fiction & Fantasy Films,GBP,6741,8,9.00,0.00,9.00,60.502624
/Sports/Individual Sports/Gymnastics,GBP,161,0,0.00,0.00,0.00,1.331436
/World Localities/Europe/Central & Eastern Europe/Germany/Bavaria,GBP,24,0,0.00,0.00,0.00,0.201271
/Finance/Credit & Lending/Loans/Personal Loans/Short-Term Loans & Cash Advances,GBP,57,0,0.00,0.00,0.00,0.440492
/Food & Drink/Cooking & Recipes/Cuisines/East Asian Cuisine/Korean Cuisine,GBP,47,0,0.00,0.00,0.00,0.382947
/Shopping/Apparel/Eyewear/Sunglasses,GBP,263,0,0.00,0.00,0.00,2.502667
/Shopping/Consumer Resources/Product Reviews & Price Comparisons/Price Comparisons,GBP,264,0,0.00,0.00,0.00,1.848837
/World Localities/Middle East,GBP,5,1,0.00,0.00,0.00,0.044677
/Arts & Entertainment/Comics & Animation/Anime & Manga,GBP,1421,3,0.00,0.00,0.00,10.514434
/Computers & Electronics/Software/Educational Software,GBP,14,0,0.00,0.00,0.00,0.111591
/Food & Drink,GBP,133501,141,134.00,0.00,134.00,1042.343166
/Food & Drink/Beverages/Bottled Water,GBP,219,1,1.00,0.00,1.00,1.985695
/World Localities/Africa/Eastern Africa/Uganda,GBP,6,0,0.00,0.00,0.00,0.034216
/World Localities/Africa/Western Africa/Ghana,GBP,1,0,0.00,0.00,0.00,0.011744
/World Localities/Europe/Central & Eastern Europe/Germany/Berlin,GBP,74,0,1.00,0.00,1.00,0.432717
/Computers & Electronics/Consumer Electronics/Gadgets & Portable Electronics/PDAs & Handhelds,GBP,8,0,0.00,0.00,0.00,0.108357
/Sports/Sporting Goods/Cricket Equipment,GBP,3,0,0.00,0.00,0.00,0.022234
/World Localities/Africa/Western Africa/Senegal,GBP,3,0,0.00,0.00,0.00,0.028703
/Finance/Investing/Stocks & Bonds,GBP,5404,4,2.00,0.00,2.00,33.752588
/Internet & Telecom/Web Apps & Online Tools,GBP,185,0,0.00,0.00,0.00,1.477393
/People & Society/Ethnic & Identity Groups/Gay-Lesbian-Bisexual-Transgender,GBP,906,1,0.00,0.00,0.00,7.462791
/World Localities/Asia/South Asia/Afghanistan,GBP,19,0,0.00,0.00,0.00,0.144851
/World Localities/Europe/Mediterranean Europe/Spain/Asturias,GBP,3,0,0.00,0.00,0.00,0.038852
/World Localities/Oceania,GBP,507,2,1.00,0.00,1.00,4.007716
/Computers & Electronics/Enterprise Technology/Data Management,GBP,337,0,0.00,0.00,0.00,2.517098
/World Localities/North America/USA/New England/Massachusetts/Boston Metro,GBP,110,0,0.00,0.00,0.00,1.063527
/Home & Garden/Kitchen & Dining/Small Kitchen Appliances/Blenders,GBP,311,0,0.00,0.00,0.00,3.304046
/World Localities/North America/USA/Florida/Southern Florida/South Florida Metro/West Palm Beach-Boca Raton,GBP,10,0,0.00,0.00,0.00,0.087159
/Arts & Entertainment/Music & Audio/Country Music,GBP,1526,2,1.00,0.00,1.00,13.647326
/Business & Industrial/Manufacturing,GBP,269,0,0.00,0.00,0.00,2.295192
/People & Society/Social Issues & Advocacy/Green Living & Environmental Issues,GBP,3504,2,1.00,0.00,1.00,27.933011
/People & Society/Social Sciences/Communications & Media Studies/Public Speaking,GBP,639,0,0.00,0.00,0.00,5.159551
/Business & Industrial/Manufacturing/Factory Automation,GBP,61,0,0.00,0.00,0.00,0.540565
/Jobs & Education/Jobs/Job Listings/Retail Jobs,GBP,25,0,0.00,0.00,0.00,0.217117
/World Localities/Asia/Central Asia/Uzbekistan,GBP,3,0,0.00,0.00,0.00,0.039465
/World Localities/Asia/Southeast Asia/Brunei,GBP,1,0,0.00,0.00,0.00,0.009301
/World Localities/Asia/West Asia/Iran,GBP,61,0,0.00,0.00,0.00,0.496174
/Business & Industrial/Business Operations/Management/Supply Chain Management,GBP,106,0,0.00,0.00,0.00,0.824945
/People & Society/Ethnic & Identity Groups/Africans & Diaspora,GBP,1717,3,2.00,0.00,2.00,14.604663
/Computers & Electronics/Consumer Electronics/Camera & Photo Equipment/Cameras & Camcorders,GBP,295,0,0.00,0.00,0.00,2.380233
/Science/Scientific Institutions,GBP,16,0,0.00,0.00,0.00,0.116375
/World Localities/North America/USA/South (USA)/Virginia,GBP,30,0,0.00,0.00,0.00,0.253920
/World Localities/North America/USA/Southwest (USA)/Utah,GBP,44,0,0.00,0.00,0.00,0.393646
/Arts & Entertainment/Music & Audio/Urban & Hip-Hop/Soul & R&B,GBP,2244,2,0.00,0.00,0.00,20.321495
/Business & Industrial/Business Services/Office Supplies/Office Furniture,GBP,908,1,2.00,0.00,2.00,8.264979
/Computers & Electronics/Programming,GBP,369,1,0.00,0.00,0.00,3.138236
/Health/Nutrition/Special & Restricted Diets/Low Fat & Low Cholesterol Diets,GBP,16,0,0.00,0.00,0.00,0.135958
/Arts & Entertainment/Music & Audio/Pop Music,GBP,27470,28,18.00,0.00,18.00,243.750051
/Arts & Entertainment/Music & Audio/Vocals & Show Tunes,GBP,105,0,0.00,0.00,0.00,0.770584
/Travel/Tourist Destinations/Beaches & Islands,GBP,9794,6,33.00,0.00,33.00,91.592730
/World Localities/Asia/South Asia/India/North India/Uttar Pradesh/Agra,GBP,3,0,0.00,0.00,0.00,0.019380
/World Localities/Latin America/Central America/Mexico/Yucat��n Peninsula/Quintana Roo/Canc��n & Riviera Maya,GBP,52,0,0.00,0.00,0.00,0.483407
/Finance/Insurance/Home Insurance,GBP,159,0,0.00,0.00,0.00,1.025231
/Food & Drink/Cooking & Recipes/Cuisines/North American Cuisine,GBP,74,0,0.00,0.00,0.00,0.623605
/News/Journalism & News Industry,GBP,675,1,4.00,0.00,4.00,5.195548
/Travel/Specialty Travel/Agritourism,GBP,5,0,0.00,0.00,0.00,0.105459
/Arts & Entertainment/Visual Art & Design/Design/Graphic Design,GBP,370,1,0.00,0.00,0.00,3.123805
/Business & Industrial/Business Operations/Human Resources/Recruitment & Staffing,GBP,2097,1,0.00,0.00,0.00,16.948843
/Finance/Credit & Lending/Loans/Home Financing/Home Equity Loans & Lines of Credit,GBP,157,0,0.00,0.00,0.00,0.919725
/World Localities/Europe/Southeastern Europe/Greece/Crete,GBP,5,0,0.00,0.00,0.00,0.031323
/World Localities/Europe/Western Europe/United Kingdom/England/East of England,GBP,894,0,1.00,0.00,1.00,7.046920
/World Localities/Oceania/Australia/New South Wales,GBP,125,0,1.00,0.00,1.00,0.804030
/Health/Substance Abuse/Smoking & Smoking Cessation,GBP,74,0,0.00,0.00,0.00,0.685731
/World Localities/Asia/East Asia/South Korea,GBP,33,0,0.00,0.00,0.00,0.309472
/Arts & Entertainment/Music & Audio/Urban & Hip-Hop,GBP,4806,6,2.00,0.00,2.00,42.661790
/Autos & Vehicles/Vehicle Brands/Renault-Samsung,GBP,35,0,0.00,0.00,0.00,0.287639
/Computers & Electronics/Electronics & Electrical/Test & Measurement,GBP,66,0,0.00,0.00,0.00,0.723960
/Sports/Sporting Goods/Combat Sports Equipment/Martial Arts Equipment,GBP,1,0,0.00,0.00,0.00,0.006783
/World Localities/Latin America/Caribbean/Bahamas,GBP,17,0,1.00,0.00,1.00,0.190942
/Internet & Telecom/Service Providers/ISPs,GBP,922,1,0.00,0.00,0.00,6.312659
/Law & Government/Legal/Legal Services,GBP,2651,1,0.00,0.00,0.00,19.572350
/Science/Computer Science,GBP,781,5,2.00,0.00,2.00,6.307227
/World Localities/Europe/Mediterranean Europe/Italy/Veneto,GBP,144,0,0.00,0.00,0.00,1.277258
