Row Labels,Targeting,Recency,Sum of Viewability,Sum of Active View: Measurable Impressions,Sum of Active View: Viewable Impressions,Sum of Impressions,Sum of Quotes,Sum of Spend,Viewgroup
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.604994603,195491,118271,200451,171,798.261902,60%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.604720745,30080,18190,34782,16,107.286495,60%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,End quote,,0.600064203,190023,114026,193769,165,823.726012,60%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,End quote,,0.598966251,3289,1970,3308,3,16.190195,50%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.598487453,2909,1741,2916,2,15.615771,50%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.594707577,24639,14653,27631,20,93.407695,50%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,,0.594458294,34899,20746,40700,31,140.033944,50%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.586838868,105690,62023,107702,131,408.021733,50%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.5808716,3419,1986,3424,6,16.056297,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.574147077,41094,23594,42813,40,139.854976,50%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.572902478,34505,19768,36138,37,112.605546,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.55730372,115804,64538,120661,92,435.998996,50%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.557113175,39947,22255,46604,47,152.873653,50%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,,0.556543837,787,438,804,1,2.992001,50%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.555424971,101254,56239,106436,95,374.937325,50%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.552354709,35928,19845,37645,65,114.658804,50%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.547204111,139723,76457,142885,103,591.628404,50%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.54261468,103462,56140,108421,118,370.760556,50%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.53526971,482,258,497,,2.022221,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Skype_End Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.533474065,6632,3538,6770,5,25.705998,50%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.532391589,58827,31319,66411,52,251.306865,50%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.531771408,54420,28939,63247,27,216.808905,50%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.528705792,67408,35639,75996,60,217.847635,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.526113671,1302,685,1407,9,3.700894,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.521964662,43183,22540,44840,39,148.55014,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.516772211,397622,205480,409244,426,1646.41663,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.515964962,3539,1826,3645,6,16.95308,50%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,,0.514375911,70639,36335,82377,68,235.158819,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.512374323,72408,37100,83226,52,223.655178,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.51094041,90216,46095,92192,70,451.814887,50%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.510638298,705,360,732,3,2.830334,50%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.510546461,36837,18807,38379,28,122.228576,50%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.501574824,38417,19269,40195,40,126.488563,50%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P87QGT_VIVAKI AOD_Retargeting_300 x 250,End quote,,0.50087184,29822,14937,30946,81,172.447902,50%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,End quote,,0.496710775,26450,13138,27588,29,75.552528,40%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.496531568,85197,42303,88035,63,484.072854,40%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.495906545,333337,165304,345444,408,1361.65788,40%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.483020146,29535,14266,30655,78,155.474069,40%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.481436649,195789,94260,203049,244,791.343991,40%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P95QJN_VIVAKI AOD_RON_Retargeting_160 x 600,End quote,,0.481303542,17276,8315,18180,33,49.200977,40%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.472888955,93449,44191,95836,78,451.437531,40%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P87QGW_VIVAKI AOD_Retargeting_160 x 600,End quote,,0.466440336,21797,10167,22580,17,61.807263,40%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,,0.465244337,415328,193229,432677,438,1783.29998,40%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.445202503,23012,10245,24616,82,137.669713,40%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P95QJL_VIVAKI AOD_RON_Retargeting_300 x 250,End quote,,0.443431217,325692,144422,342248,401,1413.933482,40%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P7T5VZ_VIVAKI AOD_Retargeting_NULL_300 x 250,End quote,,0.441439444,27066,11948,28219,51,157.994872,40%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P7B0R6_VIVAKI AOD_Desktop Retargeting_NULL_300 x 250,End quote,,0.437450826,22878,10008,24036,49,130.323411,40%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_Leaderboard-728x90 RunofNetwork  Retargeting e:191032,End quote,,0.435629324,25726,11207,26319,74,86.932566,40%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P8TKF1_VIVAKI AOD_Retargeting_Desktop_300 x 250,End quote,,0.43472846,26497,11519,28060,53,141.904155,40%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.414262821,1248,517,1282,1,5.16752,40%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.408801919,26267,10738,27238,72,138.880964,40%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.406646183,33523,13632,34915,66,180.640043,40%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.401712696,225726,90677,228909,322,910.5618,40%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P7T5W0_VIVAKI AOD_Retargeting_NULL_160 x 600,End quote,,0.400378421,22726,9099,24083,46,63.730092,40%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.397772013,32765,13033,33359,42,109.102411,30%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.394966489,36555,14438,37095,50,121.250463,30%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.394633735,346088,136578,353910,395,1430.656925,30%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.390512204,26181,10224,26719,16,83.760051,30%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.387036257,26119,10109,26711,27,83.8495,30%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.385405579,363591,140130,369632,443,1489.207067,30%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.385349697,389480,150086,395307,481,1559.558163,30%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.380555556,5400,2055,5560,3,25.123039,30%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.378396997,29033,10986,29458,43,92.19614,30%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,,0.3778543,411791,155597,419399,437,1700.685842,30%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,,0.373959788,52273,19548,53572,68,171.78866,30%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.373326844,4109,1534,4235,2,19.715911,30%+
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.367209355,93301,34261,95158,117,344.718818,30%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.367091145,94783,34794,96324,135,351.735183,30%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.365073809,99988,36503,101466,123,358.014405,30%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.364308609,39623,14435,40972,99,197.139145,30%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.358490566,22366,8018,22912,17,74.826321,30%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.358049662,23237,8320,23681,25,79.990974,30%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.355929188,22482,8002,24324,51,64.473163,30%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.35437868,29381,10412,29908,37,97.032009,30%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.347197052,199201,69162,205976,122,1208.27017,30%+
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,End quote,,0.341105515,48249,16458,49828,76,243.317887,30%+
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,,0.335808055,31384,10539,32480,68,157.569878,30%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.331949762,74445,24712,76240,41,276.568746,30%+
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.314224176,205678,64629,210922,134,1062.430611,30%+
End quote__O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P95QJM_VIVAKI AOD_RON_Retargeting_728 x 90,End quote,,0.226458254,34099,7722,36301,53,96.851389,-30%
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.20864748,202533,42258,208459,184,1074.414751,-30%
End quote__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P8TKF2_VIVAKI AOD_Retargeting_Desktop_728 x 90,End quote,,0.205156571,56045,11498,59101,88,156.266202,-30%
End quote__O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P87QGV_VIVAKI AOD_Retargeting_728 x 90,End quote,,0.199755339,39238,7838,42401,73,106.485778,-30%
End quote__O-FZKM_Aviva_UK_AD_2016_Mar_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P7T5VY_VIVAKI AOD_Retargeting_NULL_728 x 90,End quote,,0.162757748,39525,6433,43493,69,113.345906,-30%
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.156344839,89955,14064,92947,155,466.526351,-30%
End quote__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P7B0R9_VIVAKI AOD_Desktop Retargeting_NULL_728 x 90,End quote,,0.140058819,37063,5191,40455,69,106.530525,-30%
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P6H338_VIVAKI AOD_Desktop_728 x 90,End quote,,#DIV/0!,0,0,0,5,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P6H335_VIVAKI AOD_Desktop_300 x 250,End quote,,#DIV/0!,0,0,0,2,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P6H33B_VIVAKI AOD_Desktop_160 x 600,End quote,,#DIV/0!,0,0,0,17,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites_P6H335_VIVAKI AOD_Desktop_300 x 250,End quote,,#DIV/0!,0,0,0,12,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote_P6H338_VIVAKI AOD_Desktop_728 x 90,End quote,,#DIV/0!,0,0,0,2,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_End Quote_P6H335_VIVAKI AOD_Desktop_300 x 250,End quote,,#DIV/0!,0,0,0,2,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P6H338_VIVAKI AOD_Desktop_728 x 90,End quote,,#DIV/0!,0,0,0,20,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites_P6H338_VIVAKI AOD_Desktop_728 x 90,End quote,,#DIV/0!,0,0,0,3,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_P6H335_VIVAKI AOD_Desktop_300 x 250,End quote,,#DIV/0!,0,0,0,17,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P6H335_VIVAKI AOD_Desktop_300 x 250,End quote,,#DIV/0!,0,0,0,7,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P6H33B_VIVAKI AOD_Desktop_160 x 600,End quote,,#DIV/0!,0,0,0,1,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Ebay_End Quote_P6H33B_VIVAKI AOD_Desktop_160 x 600,End quote,,#DIV/0!,0,0,0,3,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites_P6H33B_VIVAKI AOD_Desktop_160 x 600,End quote,,#DIV/0!,0,0,0,1,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_MSFT_Outlook_End Quote_P6H33B_VIVAKI AOD_Desktop_160 x 600,End quote,,#DIV/0!,0,0,0,4,0,#DIV/0!
End quote__O-CV5S_Aviva_UK_AD_2016_Jan_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote_P6H338_VIVAKI AOD_Desktop_728 x 90,End quote,,#DIV/0!,0,0,0,2,0,#DIV/0!
Grand Total,Grand Total,,0.527096495,20168070,10630519,20898872,31571,85389.51899,50%+
Homepage__O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P8TKF3_VIVAKI AOD_Retargeting_Desktop_160 x 600,Homepage,,0.81051984,3251,2635,3369,,8.858292,70%+
Homepage__O-F5QT_Aviva_UK_AD_2016_Feb_Car Insurance_Retargeting_AvivaUK_Car_REM_RTB_Yahoo_Aviva Homepage_P7B0RC_VIVAKI AOD_Desktop Retargeting_NULL_160 x 600,Homepage,,0.808302446,13490,10904,13751,3,64.781008,70%+
