Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Line Item,Line Item ID,Line Item Status,Line Item Integration Code,Targeted Data Providers,Advertiser Currency,Impressions,Clicks,Revenue (Adv Currency),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Retargeting_February,2959864,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours_AV>50%,10079772,Active,PDVN1Y,,GBP,81018,59,188.429071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Prospecting,2352595,Paused,O-HZNC,Aviva_Car_REM_RTB_ABC1_Tablet_Peak,7249599,Paused,VIVAKI AOD_RON_Prospecting ABC1 22-25,VisualDNA,GBP,495781,945,1477.366015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Prospecting,2559539,Paused,O-L2PP,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Monday_AV>50%,8394649,Paused,PBJWFF,VisualDNA,GBP,54769,8,165.183923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Desktop_AV>50%,9109459,Active,PCHCCB,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,213177,53,769.292748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Top Converter Channel_End Quote,7250178,Paused,VIVAKI AOD_RON_Retargeting,,GBP,53829,7,285.84755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_48 Hours,8399693,Paused,PBJWFM,,GBP,26066,15,173.784258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Yahoo_End Quote,8399698,Paused,PBJWFM,,GBP,124191,73,372.843953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_AV>50%,9490357,Active,PCVX3Q,VisualDNA,GBP,5909,6,7.642604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250,7648709,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,436305,92,2377.393317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Other_Car Homepage_AV >60%,7648735,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,120214,165,494.190887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Prospecting_January,2886945,Paused,O-NR27,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Peak_AV>50%,9762185,Active,PCVX3Q,VisualDNA,GBP,220926,779,675.498634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_Car Homepage_AV >60%,6399946,Paused,VIVAKIAOD_Retargeting,,GBP,78466,82,315.604366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Top Converter Channel_Start Quote,6810909,Paused,VIVAKIAOD_Retargeting,,GBP,6462,2,30.397949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Prospecting,2428661,Paused,O-JSGV,Aviva_Car_REM_RTB_ABC1_Mobile_Monday,7647870,Paused,VIVAKI AOD_Desktop/Tabl et/Mobile_Prospecti ng,VisualDNA,GBP,41879,60,138.966536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_MSFT_Car Homepage,8399504,Paused,PBJWFM,,GBP,16159,17,55.703019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Other_End Quote_728x90_excl sites,8399557,Paused,PBJWFM,,GBP,301211,64,1003.293054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_End Quote_160x600_excl sites,6399952,Paused,VIVAKIAOD_Retargeting,,GBP,60401,23,202.417933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Prospecting,2488685,Paused,O-KF4B,Aviva_Car_REM_RTB_ABC1_Tablet,7971694,Paused,VIVAKI AOD_Desktop/Tabl et/Mobile_Prospecti ng,VisualDNA,GBP,302588,153,1186.268393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_Car Homepage_IAS Top 35%,6399947,Paused,VIVAKIAOD_Retargeting,,GBP,82990,52,351.796671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_MSFT_End Quote 24 Hours,6810560,Paused,VIVAKIAOD_Retargeting,,GBP,39463,52,237.112372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_FIL_KEY CON TAR_AM_CPA_CPM_Mobile_AV>50%,9490296,Active,PCVX3Q,,GBP,11185,20,25.351114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Existing Customers_Retargeting_April,3191759,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote 24 Hours,11227550,Active,PG0J8W,,GBP,39657,13,114.757241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours,6810927,Paused,VIVAKIAOD_Retargeting,,GBP,5754,9,25.672148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Other_End Quote_300x250_excl sites,8399555,Paused,PBJWFM,,GBP,608760,172,2310.988135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th_AI,2814423,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours_AV>50%,9490582,Active,PCVX37,,GBP,84125,30,214.208371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_Other_Aviva Homepage_AV>60%,6399943,Paused,VIVAKIAOD_Retargeting,,GBP,81378,28,371.390978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours,7648753,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,84407,40,370.781645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Ebay_End Quote 10 minutes,8399489,Paused,PBJWFM,,GBP,5759,2,27.55125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Desktop_AV>50%,10466954,Active,PFHN44,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,906011,239,2375.034986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours,7971934,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,9264,2,60.956158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December,2806249,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_AV>50%,9444724,Active,PCVX3Q,VisualDNA,GBP,4006,1,12.639015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AM_CPA_Visual DNA_CPM_ABC1_Mobile_AV>50%,9490362,Active,PCVX3Q,VisualDNA,GBP,25300,28,76.879903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th,2814419,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24 Hours_AV>50%,9490323,Active,PCVX37,,GBP,48475,23,164.081497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AM_CPA_Visual DNA_CPM_ABC1_Mobile_AV>50%,10466966,Active,PFHN44,VisualDNA,GBP,34715,60,114.879262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th_AI,2814423,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours,9490379,Active,PCVX37,,GBP,84345,33,292.992692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Existing Customers_Retargeting_March,3054349,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_Multi_Multi_RTB_Existing Customers (non UKDI)_In-Market,10466944,Active,PFHN25,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,350917,49,1553.107069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Retargeting_May,3323741,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote >24 Hours,11647006,Active,PGNK02,,GBP,208065,30,412.895345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Ebay_Car Homepage,6810545,Paused,VIVAKIAOD_Retargeting,,GBP,13173,2,30.086575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KPDH_2016_Aviva_Car_Aug-Sep_TrueView,2510435,Paused,O-KPDH,Aviva_PRO_DEMO & Topic_AV_VR_DBM_DBM_CPCV_15th Sep,662114132,Active,PB73T4,,GBP,164695,165,1464.210137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Other_End Quote 24 Hours,8399544,Paused,PBJWFM,,GBP,273665,88,1272.91071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Retargeting_January,2886946,Paused,O-NR27,Aviva_REM_Activity REM_AD_CPA_RTB_MSN takeover_In Market,9780841,Active,PCVX37,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,170418,22,430.98126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_MSFT_End Quote 10 minutes,7250145,Paused,VIVAKI AOD_RON_Retargeting,,GBP,8543,8,76.90333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Yahoo_End Quote_48 Hours,8399703,Paused,PBJWFM,,GBP,25653,21,173.321908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th,2814418,Paused,O-N4YG,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Tablet_AV>50%,9490298,Active,PCVX3Q,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,15148,31,51.963327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Yahoo Homepage_End Quote_10 minutes,7250284,Paused,VIVAKI AOD_RON_Retargeting,,GBP,4484,2,19.209687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Monday_AV>50%,8734033,Paused,PC23K9,VisualDNA,GBP,40321,5,125.958634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Existing Customers_Retargeting_January,2886944,Paused,O-NR27,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote >24 Hours,9761264,Active,PCVX2H,,GBP,115232,25,308.107156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_FIL_KEY CON TAR_AD_CPA_RTB_Tablet_AV>50%,10079729,Active,PDVN27,,GBP,995750,938,2217.027289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AD_CPA_DBM_RTB_In-Market Data_Tablet_AV>50%,11227524,Active,PG0JHY,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,127616,303,482.761831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Google_Mobile_AV>50%,11227538,Active,PG0JHY,Bid Manager Audiences,GBP,19990,30,57.112128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April,3191760,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Car Product Pages 24 Hours,11227557,Active,PG0JFS,,GBP,3353,1,6.806085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Retargeting_December_5th_AI,2814423,Paused,O-N4YG,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours,9490373,Active,PCVX37,,GBP,8048,3,25.797054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Existing Customers_Retargeting_March,3054349,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_End Quote >48 Hours,10466940,Active,PFHN25,,GBP,153300,49,432.183311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Monday_AV>50%,10079740,Active,PDVN27,VisualDNA,GBP,5478,0,16.409608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Retargeting_March,3054348,Paused,O-QR5R,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Start Quote 24 Hours_AV>50%,10466935,Active,PFHN6T,,GBP,104055,54,252.137093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Prospecting_May,3323742,Active,O-SC7K,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Desktop_AV>50%,11647022,Active,PGNK08,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,204638,55,530.576403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Ebay_End Quote_300x250,6810552,Paused,VIVAKIAOD_Retargeting,,GBP,131497,87,888.733422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Ebay_Start Quote 24 hours,6810555,Paused,VIVAKIAOD_Retargeting,,GBP,7484,4,49.444831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_MSFT_End Quote 24 Hours,8399511,Paused,PBJWFM,,GBP,80683,74,350.054095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April 2,3227263,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_End Quote 24-48 Hours_AV>50%,11314638,Active,PG0JFS,,GBP,40159,45,138.107289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_Start Quote 24 Hours,7250175,Paused,VIVAKI AOD_RON_Retargeting,,GBP,60742,41,273.694391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-NR27_2017_Aviva_Car Insurance_Non-Customers_Prospecting_January,2886945,Paused,O-NR27,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_Peak_AV>50%,9762182,Active,PCVX3Q,VisualDNA,GBP,16643,1,48.743599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Prospecting_February,2959863,Paused,O-PLTW,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Desktop_AV>50%,10079739,Active,PDVN27,VisualDNA,GBP,16812,2,50.677568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-SC7K_2017_Aviva_Car Insurance_Non-Customers_Retargeting_May,3323741,Active,O-SC7K,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_In Market_AV>50%,11647003,Active,PGNK02,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,332,1,0.993975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Prospecting,2293077,Paused,O-HFG9,Aviva_Car_REM_RTB_ABC1_Desktop,6810113,Paused,VIVAKI AOD_Prospecting,VisualDNA,GBP,1073942,281,3170.93561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-L2PP_2016_Aviva_UK_September_Car Insurance_Retargeting,2564571,Paused,O-L2PP,AvivaUK_Car_REM_RTB_Other_End Quote 10 minutes,8399537,Paused,PBJWFM,,GBP,20828,4,107.833149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Prospecting_October,2637374,Paused,O-LVP9,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Peak_AV>50%,8734037,Paused,PC23K9,VisualDNA,GBP,354163,381,1083.562948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Yahoo_End Quote,8737539,Paused,PC20LH,,GBP,79052,35,238.328396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-ML40_2016_Aviva_Car Insurance_Non-Customers_Prospecting_November,2709277,Paused,O-ML40,Aviva_PRO_3rd Party_AD_CPA_Visual DNA_RTB_ABC1_Tablet_Peak_AV>50%,9092346,Active,PCHCCB,VisualDNA,GBP,310158,317,963.413979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-GGF8_Aviva_UK_AD_2016_April_Car Insurance_Retargeting,2227378,Paused,O-GGF8,AvivaUK_Car_REM_RTB_MSFT_MSN_End Quote,6399938,Paused,VIVAKIAOD_Retargeting,,GBP,73399,34,209.43826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_Aviva Homepage,6810577,Paused,VIVAKIAOD_Retargeting,,GBP,231368,44,632.513471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Other_End Quote,7250158,Paused,VIVAKI AOD_RON_Retargeting,,GBP,839043,206,3436.21881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-KF4B_Aviva_UK_AD_2016_August_Car Insurance_Retargeting,2488686,Paused,O-KF4B,AvivaUK_Car_REM_RTB_Ebay_End Quote 24 Hours,7971929,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,21043,8,82.959135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Non-Customers_Retargeting_February,2959864,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_In Market_AV>50%,10079770,Active,PDVN1Y,BlueKai eXelate CrossPixel Lotame VisualDNA Eyeota SIRdata,GBP,782,2,2.372477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Prospecting_April,3191758,Paused,O-RK1W,Aviva_PRO_3rd Party_AD_CPA_Multi_RTB_Audience Composition_Quotes_Tablet_AV>50%,11227528,Active,PG0JHY,BlueKai eXelate AddThis VisualDNA SkimLinks,GBP,95461,86,228.676738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Ebay_Start Quote,6810554,Paused,VIVAKIAOD_Retargeting,,GBP,107254,22,702.577578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HFG9_Aviva_UK_AD_2016_May_Car Insurance_Retargeting,2293078,Paused,O-HFG9,AvivaUK_Car_REM_RTB_Other_GlobalRadioPartnershipHeart,6810895,Paused,VIVAKIAOD_Retargeting,,GBP,49638,7,192.698382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_MSFT_End Quote 24 Hours,8737502,Paused,PC20LH,,GBP,43506,59,182.683228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-LVP9_2016_Aviva_Car Insurance_Non-Customers_Retargeting_October,2638741,Paused,O-LVP9,AvivaUK_Car_REM_RTB_Other_End Quote 24 Hours,8737516,Paused,PC20LH,,GBP,241931,76,1063.256885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-QR5R_2017_Aviva_Car Insurance_Non-Customers_Prospecting_March,3054350,Paused,O-QR5R,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Google_Mobile_AV>50%,10466965,Active,PFHN44,Bid Manager Audiences,GBP,19396,34,48.797734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-HZNC_Aviva_UK_AD_2016_June_Car Insurance_Retargeting,2352596,Paused,O-HZNC,AvivaUK_Car_REM_RTB_Yahoo_End Quote,7250290,Paused,VIVAKI AOD_RON_Retargeting,,GBP,157351,81,650.361811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-N4YG_2016_Aviva_Car Insurance_Non-Customers_Prospecting_December_5th_AI,2814422,Paused,O-N4YG,Aviva_PRO_3rd Party_AM_CPA_DBM_CPM_In-Market Google_Mobile_AV>50%,9490361,Active,PCVX3Q,Bid Manager Audiences,GBP,6557,9,11.262634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-JSGV_Aviva_UK_AD_2016_July_Car Insurance_Retargeting,2428662,Paused,O-JSGV,AvivaUK_Car_REM_RTB_Yahoo_Start Quote_24 Hours,7648881,Paused,VIVAKI AOD_Desktop_Ret argeting,,GBP,7419,11,32.390289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-PLTW_2017_Aviva_Car Insurance_Existing Customers_Retargeting_February,2959862,Paused,O-PLTW,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Existing Customers (non UKDI)_Start Quote 24 Hours,10079722,Active,PDVN1Q,,GBP,22873,7,60.976903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O-RK1W_2017_Aviva_Car Insurance_Non-Customers_Retargeting_April,3191760,Paused,O-RK1W,Aviva_REM_Site REM_AD_CPA_DMP_DMP_RTB_Non-Existing Customers_Car Product Pages 24 Hours_AV>50%,11227558,Active,PG0JFS,,GBP,1415,1,2.895227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
